"gene_type"	"gene_name"
"lncRNA"	"SNAP25-AS1"
"lncRNA"	"AL354824.1"
"lncRNA"	"AL354824.2"
"protein_coding"	"SNAP25"
"lncRNA"	"AL023913.1"
"protein_coding"	"MKKS"
"protein_coding"	"AL034430.1"
"protein_coding"	"AL034430.2"
"protein_coding"	"SLX4IP"
"protein_coding"	"JAG1"
"lncRNA"	"AL050403.2"
"lncRNA"	"LINC01752"
"lncRNA"	"AL135937.1"
"lncRNA"	"AL050403.1"
"lncRNA"	"C20orf187"
"lncRNA"	"AL158042.1"
"lncRNA"	"AL049649.1"
"lncRNA"	"AL109837.2"
"lncRNA"	"AL109837.3"
"lncRNA"	"AL161938.1"
"lncRNA"	"LINC00687"
"protein_coding"	"BTBD3"
"lncRNA"	"AL035448.1"
"lncRNA"	"AL109838.1"
"lncRNA"	"AL136460.1"
"lncRNA"	"LINC01722"
"lncRNA"	"AL078623.1"
"lncRNA"	"AL133331.1"
"lncRNA"	"LINC01723"
"protein_coding"	"SPTLC3"
"protein_coding"	"ISM1"
"lncRNA"	"ISM1-AS1"
"lncRNA"	"AL050320.1"
"lncRNA"	"AL121782.1"
"protein_coding"	"TASP1"
"protein_coding"	"ESF1"
"protein_coding"	"NDUFAF5"
"protein_coding"	"SEL1L2"
"protein_coding"	"MACROD2"
"protein_coding"	"FLRT3"
"lncRNA"	"AL121582.1"
"lncRNA"	"MACROD2-IT1"
"lncRNA"	"MACROD2-AS1"
"lncRNA"	"AL138808.1"
"lncRNA"	"AL121584.1"
"lncRNA"	"AL079338.1"
"lncRNA"	"AL161941.1"
"protein_coding"	"KIF16B"
"lncRNA"	"AL049794.1"
"lncRNA"	"AL049794.2"
"lncRNA"	"AL034428.1"
"protein_coding"	"SNRPB2"
"protein_coding"	"OTOR"
"lncRNA"	"AL121892.1"
"lncRNA"	"AL359511.2"
"lncRNA"	"AL359511.3"
"protein_coding"	"PCSK2"
"protein_coding"	"BFSP1"
"lncRNA"	"AL132765.2"
"protein_coding"	"DSTN"
"protein_coding"	"RRBP1"
"protein_coding"	"BANF2"
"lncRNA"	"AL035045.1"
"protein_coding"	"SNX5"
"protein_coding"	"OVOL2"
"protein_coding"	"MGME1"
"lncRNA"	"AL160411.1"
"protein_coding"	"PET117"
"protein_coding"	"KAT14"
"lncRNA"	"AL049646.3"
"protein_coding"	"ZNF133"
"lncRNA"	"AL049646.1"
"lncRNA"	"AL049646.2"
"lncRNA"	"LINC00851"
"protein_coding"	"DZANK1"
"protein_coding"	"POLR3F"
"protein_coding"	"RBBP9"
"protein_coding"	"SEC23B"
"protein_coding"	"SMIM26"
"protein_coding"	"DTD1"
"lncRNA"	"AL121900.1"
"lncRNA"	"LINC00652"
"lncRNA"	"LINC00653"
"lncRNA"	"C20orf78"
"protein_coding"	"SCP2D1"
"lncRNA"	"AL135936.1"
"lncRNA"	"AL136090.2"
"protein_coding"	"SLC24A3"
"lncRNA"	"AL136090.1"
"lncRNA"	"AL049647.1"
"lncRNA"	"AL121830.1"
"lncRNA"	"AL121761.1"
"protein_coding"	"RIN2"
"protein_coding"	"NAA20"
"protein_coding"	"CRNKL1"
"protein_coding"	"CFAP61"
"lncRNA"	"AL035454.1"
"lncRNA"	"AL049648.1"
"lncRNA"	"AL121721.1"
"protein_coding"	"INSM1"
"protein_coding"	"RALGAPA2"
"lncRNA"	"AL133465.1"
"lncRNA"	"LINC00237"
"lncRNA"	"AL121759.2"
"protein_coding"	"KIZ"
"lncRNA"	"AL121759.1"
"lncRNA"	"KIZ-AS1"
"lncRNA"	"AL117332.1"
"protein_coding"	"XRN2"
"protein_coding"	"NKX2-4"
"lncRNA"	"AL158013.1"
"lncRNA"	"AL133325.3"
"protein_coding"	"NKX2-2"
"lncRNA"	"NKX2-2-AS1"
"lncRNA"	"AL133325.2"
"lncRNA"	"LINC01727"
"lncRNA"	"LINC01726"
"protein_coding"	"PAX1"
"lncRNA"	"AL109807.1"
"lncRNA"	"LINC01432"
"lncRNA"	"AL035258.1"
"lncRNA"	"LINC01427"
"lncRNA"	"AL133464.1"
"lncRNA"	"LINC00261"
"protein_coding"	"FOXA2"
"lncRNA"	"LNCNEF"
"lncRNA"	"LINC01747"
"lncRNA"	"AL158175.1"
"lncRNA"	"AL049651.1"
"lncRNA"	"AL049651.2"
"protein_coding"	"SSTR4"
"protein_coding"	"THBD"
"protein_coding"	"CD93"
"lncRNA"	"LINC00656"
"lncRNA"	"AL118508.1"
"lncRNA"	"AL390037.1"
"lncRNA"	"AL096677.1"
"protein_coding"	"NXT1"
"lncRNA"	"LINC01431"
"protein_coding"	"GZF1"
"protein_coding"	"NAPB"
"protein_coding"	"CSTL1"
"protein_coding"	"CST11"
"lncRNA"	"AL096677.2"
"lncRNA"	"AL109954.1"
"lncRNA"	"AL109954.2"
"protein_coding"	"CST8"
"protein_coding"	"CST9L"
"protein_coding"	"CST9"
"protein_coding"	"CST3"
"lncRNA"	"AL121894.2"
"lncRNA"	"AL121894.1"
"lncRNA"	"AL121894.3"
"protein_coding"	"CST4"
"lncRNA"	"AL591074.2"
"protein_coding"	"CST1"
"lncRNA"	"AL591074.1"
"protein_coding"	"CST2"
"protein_coding"	"CST5"
"protein_coding"	"GGTLC1"
"lncRNA"	"LINC01721"
"lncRNA"	"AL110503.1"
"lncRNA"	"AL158090.1"
"protein_coding"	"SYNDIG1"
"lncRNA"	"AL157413.1"
"lncRNA"	"AL049594.1"
"lncRNA"	"AL035661.1"
"protein_coding"	"CST7"
"protein_coding"	"APMAP"
"lncRNA"	"AL035661.2"
"protein_coding"	"ACSS1"
"lncRNA"	"AL080312.2"
"protein_coding"	"VSX1"
"lncRNA"	"AL035252.2"
"lncRNA"	"AL035252.5"
"protein_coding"	"ENTPD6"
"lncRNA"	"AL035252.3"
"lncRNA"	"AL121772.1"
"protein_coding"	"PYGB"
"lncRNA"	"AL121772.2"
"lncRNA"	"AL121772.3"
"protein_coding"	"ABHD12"
"protein_coding"	"GINS1"
"protein_coding"	"NINL"
"protein_coding"	"NANP"
"lncRNA"	"ZNF337-AS1"
"protein_coding"	"ZNF337"
"lncRNA"	"AL031673.1"
"lncRNA"	"AL390198.1"
"lncRNA"	"FAM182B"
"lncRNA"	"LINC01733"
"lncRNA"	"FAM182A"
"lncRNA"	"AL078587.1"
"lncRNA"	"AL078587.2"
"lncRNA"	"AL391119.1"
"lncRNA"	"AL121904.2"
"lncRNA"	"MIR663AHG"
"lncRNA"	"AL121904.1"
"lncRNA"	"FAM242B"
"lncRNA"	"LINC01597"
"lncRNA"	"AL121762.1"
"lncRNA"	"AL121762.2"
"lncRNA"	"FAM242A"
"protein_coding"	"DEFB115"
"protein_coding"	"DEFB116"
"protein_coding"	"DEFB118"
"protein_coding"	"DEFB119"
"protein_coding"	"DEFB121"
"protein_coding"	"DEFB123"
"protein_coding"	"DEFB124"
"protein_coding"	"REM1"
"lncRNA"	"LINC00028"
"protein_coding"	"HM13"
"lncRNA"	"AL110115.1"
"protein_coding"	"MCTS2P"
"lncRNA"	"HM13-IT1"
"lncRNA"	"HM13-AS1"
"lncRNA"	"AL110115.2"
"protein_coding"	"ID1"
"protein_coding"	"COX4I2"
"protein_coding"	"BCL2L1"
"lncRNA"	"AL117381.1"
"lncRNA"	"ABALON"
"protein_coding"	"TPX2"
"protein_coding"	"MYLK2"
"protein_coding"	"FOXS1"
"protein_coding"	"DUSP15"
"protein_coding"	"TTLL9"
"protein_coding"	"PDRG1"
"protein_coding"	"XKR7"
"lncRNA"	"AL031658.2"
"lncRNA"	"AL031658.1"
"protein_coding"	"CCM2L"
"protein_coding"	"HCK"
"protein_coding"	"TM9SF4"
"lncRNA"	"AL049539.1"
"protein_coding"	"PLAGL2"
"protein_coding"	"POFUT1"
"lncRNA"	"AL121897.1"
"protein_coding"	"KIF3B"
"lncRNA"	"AL121583.1"
"protein_coding"	"ASXL1"
"protein_coding"	"NOL4L"
"lncRNA"	"AL034550.1"
"lncRNA"	"AL034550.3"
"lncRNA"	"AL034550.2"
"lncRNA"	"AL133343.2"
"lncRNA"	"NOL4L-DT"
"lncRNA"	"AL133343.1"
"protein_coding"	"C20orf203"
"protein_coding"	"COMMD7"
"protein_coding"	"DNMT3B"
"protein_coding"	"MAPRE1"
"lncRNA"	"AL035071.2"
"lncRNA"	"AL035071.1"
"protein_coding"	"EFCAB8"
"protein_coding"	"SUN5"
"protein_coding"	"BPIFB2"
"protein_coding"	"BPIFB6"
"protein_coding"	"BPIFB3"
"protein_coding"	"BPIFB4"
"protein_coding"	"BPIFA2"
"lncRNA"	"AL121901.1"
"protein_coding"	"BPIFA3"
"protein_coding"	"BPIFA1"
"protein_coding"	"BPIFB1"
"protein_coding"	"CDK5RAP1"
"protein_coding"	"SNTA1"
"protein_coding"	"CBFA2T2"
"lncRNA"	"AL121906.2"
"protein_coding"	"NECAB3"
"protein_coding"	"C20orf144"
"protein_coding"	"ACTL10"
"lncRNA"	"AL121906.1"
"protein_coding"	"E2F1"
"protein_coding"	"PXMP4"
"lncRNA"	"AL050349.1"
"protein_coding"	"ZNF341"
"lncRNA"	"ZNF341-AS1"
"protein_coding"	"CHMP4B"
"lncRNA"	"RALY-AS1"
"protein_coding"	"RALY"
"lncRNA"	"AL031668.1"
"protein_coding"	"EIF2S2"
"lncRNA"	"AL031668.2"
"protein_coding"	"ASIP"
"lncRNA"	"AL035458.2"
"protein_coding"	"AHCY"
"lncRNA"	"AL356299.2"
"protein_coding"	"ITCH"
"lncRNA"	"ITCH-AS1"
"lncRNA"	"ITCH-IT1"
"lncRNA"	"AL109923.1"
"protein_coding"	"DYNLRB1"
"protein_coding"	"MAP1LC3A"
"protein_coding"	"PIGU"
"protein_coding"	"NCOA6"
"protein_coding"	"TP53INP2"
"lncRNA"	"AL109824.1"
"protein_coding"	"GGT7"
"protein_coding"	"ACSS2"
"protein_coding"	"GSS"
"protein_coding"	"MYH7B"
"protein_coding"	"TRPC4AP"
"protein_coding"	"EDEM2"
"protein_coding"	"PROCR"
"lncRNA"	"AL356652.1"
"protein_coding"	"MMP24OS"
"protein_coding"	"MMP24"
"protein_coding"	"EIF6"
"lncRNA"	"FAM83C-AS1"
"protein_coding"	"FAM83C"
"protein_coding"	"UQCC1"
"protein_coding"	"GDF5OS"
"protein_coding"	"GDF5"
"protein_coding"	"CEP250"
"lncRNA"	"FO393401.1"
"protein_coding"	"C20orf173"
"protein_coding"	"ERGIC3"
"protein_coding"	"SPAG4"
"protein_coding"	"CPNE1"
"protein_coding"	"RBM12"
"protein_coding"	"NFS1"
"protein_coding"	"ROMO1"
"protein_coding"	"RBM39"
"protein_coding"	"PHF20"
"protein_coding"	"SCAND1"
"protein_coding"	"CNBD2"
"lncRNA"	"NORAD"
"lncRNA"	"AL035420.1"
"lncRNA"	"AL035420.3"
"lncRNA"	"AL035420.2"
"protein_coding"	"EPB41L1"
"lncRNA"	"AL121895.1"
"lncRNA"	"AL121895.2"
"protein_coding"	"AAR2"
"protein_coding"	"DLGAP4"
"lncRNA"	"DLGAP4-AS1"
"protein_coding"	"MYL9"
"protein_coding"	"TGIF2"
"protein_coding"	"RAB5IF"
"protein_coding"	"SLA2"
"protein_coding"	"NDRG3"
"protein_coding"	"DSN1"
"protein_coding"	"SOGA1"
"protein_coding"	"TLDC2"
"protein_coding"	"SAMHD1"
"protein_coding"	"RBL1"
"lncRNA"	"AL136172.1"
"protein_coding"	"MROH8"
"protein_coding"	"RPN2"
"protein_coding"	"GHRH"
"protein_coding"	"MANBAL"
"lncRNA"	"AL034422.1"
"protein_coding"	"SRC"
"protein_coding"	"BLCAP"
"protein_coding"	"NNAT"
"lncRNA"	"AL109614.1"
"lncRNA"	"LINC01746"
"lncRNA"	"LINC00489"
"lncRNA"	"AL162293.1"
"protein_coding"	"CTNNBL1"
"protein_coding"	"VSTM2L"
"protein_coding"	"TTI1"
"protein_coding"	"RPRD1B"
"lncRNA"	"AL031651.1"
"protein_coding"	"TGM2"
"protein_coding"	"KIAA1755"
"lncRNA"	"AL031651.2"
"lncRNA"	"AL359555.4"
"lncRNA"	"AL359555.2"
"lncRNA"	"AL359555.1"
"protein_coding"	"BPI"
"protein_coding"	"LBP"
"lncRNA"	"AL391095.2"
"lncRNA"	"AL391095.1"
"lncRNA"	"AL391095.3"
"lncRNA"	"SNHG17"
"lncRNA"	"SNHG11"
"protein_coding"	"RALGAPB"
"protein_coding"	"ADIG"
"protein_coding"	"ARHGAP40"
"protein_coding"	"SLC32A1"
"protein_coding"	"ACTR5"
"protein_coding"	"PPP1R16B"
"protein_coding"	"FAM83D"
"lncRNA"	"AL023803.2"
"lncRNA"	"AL023803.1"
"protein_coding"	"DHX35"
"lncRNA"	"AL023803.3"
"lncRNA"	"LINC01734"
"lncRNA"	"AL035251.1"
"lncRNA"	"AL132981.1"
"lncRNA"	"AL118523.1"
"lncRNA"	"LINC01370"
"lncRNA"	"AL133419.1"
"lncRNA"	"AL009050.1"
"protein_coding"	"MAFB"
"lncRNA"	"AL035665.1"
"lncRNA"	"AL035665.2"
"protein_coding"	"TOP1"
"lncRNA"	"PLCG1-AS1"
"protein_coding"	"PLCG1"
"protein_coding"	"ZHX3"
"protein_coding"	"LPIN3"
"protein_coding"	"EMILIN3"
"protein_coding"	"CHD6"
"lncRNA"	"AL031667.3"
"lncRNA"	"AL049812.2"
"lncRNA"	"AL049812.3"
"protein_coding"	"PTPRT"
"lncRNA"	"AL031656.1"
"lncRNA"	"AL031676.1"
"lncRNA"	"AL021395.1"
"protein_coding"	"SRSF6"
"protein_coding"	"L3MBTL1"
"lncRNA"	"Z98752.1"
"protein_coding"	"SGK2"
"lncRNA"	"Z98752.4"
"protein_coding"	"IFT52"
"protein_coding"	"MYBL2"
"protein_coding"	"GTSF1L"
"lncRNA"	"LINC01728"
"protein_coding"	"TOX2"
"protein_coding"	"JPH2"
"lncRNA"	"AL035447.1"
"protein_coding"	"OSER1"
"lncRNA"	"OSER1-DT"
"protein_coding"	"GDAP1L1"
"protein_coding"	"FITM2"
"protein_coding"	"R3HDML"
"lncRNA"	"AL117382.1"
"protein_coding"	"HNF4A"
"lncRNA"	"HNF4A-AS1"
"lncRNA"	"AL117382.2"
"lncRNA"	"LINC01620"
"protein_coding"	"TTPAL"
"protein_coding"	"SERINC3"
"protein_coding"	"PKIG"
"protein_coding"	"ADA"
"lncRNA"	"LINC01260"
"lncRNA"	"KCNK15-AS1"
"protein_coding"	"CCN5"
"protein_coding"	"KCNK15"
"lncRNA"	"AL118522.1"
"protein_coding"	"RIMS4"
"lncRNA"	"AL008725.1"
"protein_coding"	"YWHAB"
"protein_coding"	"PABPC1L"
"protein_coding"	"TOMM34"
"lncRNA"	"STK4-AS1"
"protein_coding"	"STK4"
"protein_coding"	"KCNS1"
"protein_coding"	"WFDC5"
"protein_coding"	"WFDC12"
"protein_coding"	"PI3"
"protein_coding"	"SEMG1"
"protein_coding"	"SEMG2"
"protein_coding"	"SLPI"
"protein_coding"	"MATN4"
"protein_coding"	"RBPJL"
"protein_coding"	"SDC4"
"lncRNA"	"AL021578.1"
"protein_coding"	"SYS1"
"protein_coding"	"TP53TG5"
"protein_coding"	"DBNDD2"
"protein_coding"	"PIGT"
"lncRNA"	"AL031663.3"
"protein_coding"	"WFDC2"
"lncRNA"	"AL031663.2"
"protein_coding"	"SPINT3"
"protein_coding"	"WFDC6"
"protein_coding"	"EPPIN"
"protein_coding"	"WFDC8"
"protein_coding"	"WFDC9"
"protein_coding"	"WFDC10A"
"protein_coding"	"WFDC11"
"protein_coding"	"WFDC10B"
"protein_coding"	"WFDC13"
"protein_coding"	"SPINT4"
"protein_coding"	"WFDC3"
"protein_coding"	"DNTTIP1"
"protein_coding"	"UBE2C"
"protein_coding"	"TNNC2"
"protein_coding"	"SNX21"
"protein_coding"	"ACOT8"
"protein_coding"	"ZSWIM3"
"protein_coding"	"ZSWIM1"
"protein_coding"	"SPATA25"
"protein_coding"	"NEURL2"
"protein_coding"	"CTSA"
"lncRNA"	"AL008726.1"
"protein_coding"	"PLTP"
"lncRNA"	"AL162458.1"
"protein_coding"	"PCIF1"
"protein_coding"	"ZNF335"
"protein_coding"	"MMP9"
"lncRNA"	"SLC12A5-AS1"
"protein_coding"	"SLC12A5"
"protein_coding"	"NCOA5"
"protein_coding"	"CD40"
"lncRNA"	"AL031687.1"
"protein_coding"	"CDH22"
"protein_coding"	"SLC35C2"
"lncRNA"	"AL133227.1"
"protein_coding"	"ELMO2"
"protein_coding"	"ZNF334"
"protein_coding"	"OCSTAMP"
"protein_coding"	"SLC13A3"
"lncRNA"	"AL133520.1"
"protein_coding"	"TP53RK"
"lncRNA"	"AL031055.1"
"protein_coding"	"SLC2A10"
"protein_coding"	"EYA2"
"lncRNA"	"AL354766.2"
"protein_coding"	"ZMYND8"
"lncRNA"	"AL031666.2"
"lncRNA"	"AL031666.3"
"lncRNA"	"AL031666.1"
"lncRNA"	"LINC01754"
"protein_coding"	"NCOA3"
"protein_coding"	"SULF2"
"lncRNA"	"AL354813.1"
"lncRNA"	"AL357558.2"
"lncRNA"	"AL357558.1"
"lncRNA"	"AL357558.3"
"lncRNA"	"LINC01522"
"lncRNA"	"LINC01523"
"lncRNA"	"AL139351.2"
"lncRNA"	"AL139351.3"
"lncRNA"	"AL139351.1"
"lncRNA"	"AL136102.1"
"lncRNA"	"AL121888.2"
"lncRNA"	"AL121888.1"
"lncRNA"	"LINC00494"
"lncRNA"	"AL137078.1"
"lncRNA"	"AL137078.2"
"lncRNA"	"AL049541.1"
"lncRNA"	"AL049541.2"
"protein_coding"	"PREX1"
"lncRNA"	"AL035106.1"
"lncRNA"	"AL133342.1"
"protein_coding"	"ARFGEF2"
"lncRNA"	"CSE1L-AS1"
"protein_coding"	"CSE1L"
"protein_coding"	"STAU1"
"protein_coding"	"DDX27"
"protein_coding"	"ZNFX1"
"lncRNA"	"ZFAS1"
"protein_coding"	"KCNB1"
"protein_coding"	"PTGIS"
"protein_coding"	"B4GALT5"
"protein_coding"	"SLC9A8"
"protein_coding"	"SPATA2"
"protein_coding"	"RNF114"
"protein_coding"	"SNAI1"
"lncRNA"	"TRERNA1"
"protein_coding"	"UBE2V1"
"protein_coding"	"TMEM189"
"lncRNA"	"LINC01275"
"lncRNA"	"AL161937.1"
"lncRNA"	"LINC01273"
"lncRNA"	"CEBPB-AS1"
"protein_coding"	"CEBPB"
"lncRNA"	"SMIM25"
"lncRNA"	"LINC01270"
"lncRNA"	"LINC01271"
"protein_coding"	"PTPN1"
"lncRNA"	"AL133230.1"
"protein_coding"	"RIPOR3"
"lncRNA"	"AL353653.1"
"protein_coding"	"PARD6B"
"protein_coding"	"BCAS4"
"protein_coding"	"ADNP"
"lncRNA"	"ADNP-AS1"
"protein_coding"	"DPM1"
"protein_coding"	"MOCS3"
"lncRNA"	"AL050404.1"
"protein_coding"	"KCNG1"
"protein_coding"	"NFATC2"
"protein_coding"	"ATP9A"
"protein_coding"	"SALL4"
"lncRNA"	"LINC01429"
"protein_coding"	"ZFP64"
"lncRNA"	"AL109984.1"
"lncRNA"	"LINC01524"
"lncRNA"	"AL109610.1"
"lncRNA"	"AL049765.1"
"lncRNA"	"AL031674.1"
"lncRNA"	"AL161945.1"
"lncRNA"	"AL121902.1"
"protein_coding"	"TSHZ2"
"lncRNA"	"AL391097.3"
"lncRNA"	"AL391097.1"
"lncRNA"	"AL391097.2"
"lncRNA"	"AL109930.1"
"lncRNA"	"AL354993.1"
"lncRNA"	"AL354993.2"
"lncRNA"	"AL157838.1"
"protein_coding"	"ZNF217"
"lncRNA"	"AC005808.1"
"lncRNA"	"AC005914.1"
"lncRNA"	"AC006076.1"
"protein_coding"	"BCAS1"
"lncRNA"	"AC005220.1"
"protein_coding"	"CYP24A1"
"lncRNA"	"AL133335.2"
"protein_coding"	"PFDN4"
"lncRNA"	"AL133335.1"
"protein_coding"	"DOK5"
"lncRNA"	"LINC01440"
"lncRNA"	"LINC01441"
"lncRNA"	"AL160413.1"
"lncRNA"	"AL109829.1"
"lncRNA"	"AL109828.1"
"protein_coding"	"CBLN4"
"protein_coding"	"MC3R"
"lncRNA"	"AL139824.1"
"protein_coding"	"FAM210B"
"protein_coding"	"AURKA"
"protein_coding"	"CSTF1"
"protein_coding"	"CASS4"
"protein_coding"	"RTF2"
"protein_coding"	"GCNT7"
"protein_coding"	"FAM209A"
"protein_coding"	"FAM209B"
"lncRNA"	"AL109806.2"
"lncRNA"	"LINC01716"
"protein_coding"	"TFAP2C"
"lncRNA"	"AL133232.1"
"lncRNA"	"AL157414.2"
"lncRNA"	"AL157414.1"
"lncRNA"	"AL157414.4"
"protein_coding"	"BMP7"
"lncRNA"	"BMP7-AS1"
"lncRNA"	"AL122058.1"
"protein_coding"	"SPO11"
"protein_coding"	"RAE1"
"protein_coding"	"MTRNR2L3"
"lncRNA"	"AL109955.1"
"protein_coding"	"RBM38"
"lncRNA"	"AL109955.2"
"protein_coding"	"CTCFL"
"protein_coding"	"PCK1"
"lncRNA"	"AL035541.1"
"protein_coding"	"ZBP1"
"protein_coding"	"PMEPA1"
"lncRNA"	"NKILA"
"lncRNA"	"AL354984.1"
"lncRNA"	"LINC01742"
"lncRNA"	"AL354984.2"
"protein_coding"	"C20orf85"
"protein_coding"	"ANKRD60"
"protein_coding"	"RAB22A"
"protein_coding"	"VAPB"
"protein_coding"	"APCDD1L"
"lncRNA"	"APCDD1L-DT"
"lncRNA"	"AL050327.1"
"lncRNA"	"LINC01711"
"protein_coding"	"STX16"
"protein_coding"	"NPEPL1"
"lncRNA"	"AL139349.1"
"lncRNA"	"AL132655.3"
"lncRNA"	"AL132655.2"
"lncRNA"	"GNAS-AS1"
"lncRNA"	"AL132655.1"
"protein_coding"	"GNAS"
"lncRNA"	"AL121917.1"
"lncRNA"	"AL121917.2"
"lncRNA"	"AL109840.2"
"protein_coding"	"NELFCD"
"protein_coding"	"CTSZ"
"protein_coding"	"TUBB1"
"protein_coding"	"ATP5F1E"
"protein_coding"	"PRELID3B"
"protein_coding"	"ZNF831"
"protein_coding"	"EDN3"
"lncRNA"	"AL035250.1"
"lncRNA"	"AL035250.2"
"lncRNA"	"AL160410.1"
"lncRNA"	"AL389889.2"
"lncRNA"	"AL389889.1"
"protein_coding"	"PHACTR3"
"lncRNA"	"AL121908.1"
"protein_coding"	"SYCP2"
"protein_coding"	"FAM217B"
"protein_coding"	"PPP1R3D"
"protein_coding"	"CDH26"
"lncRNA"	"C20orf197"
"lncRNA"	"AL132822.1"
"lncRNA"	"MIR646HG"
"lncRNA"	"AL117372.1"
"lncRNA"	"AL139348.1"
"lncRNA"	"AL121910.1"
"lncRNA"	"LINC01718"
"protein_coding"	"CDH4"
"lncRNA"	"AL365229.1"
"lncRNA"	"BX640515.1"
"lncRNA"	"AL160412.1"
"lncRNA"	"AL162457.1"
"lncRNA"	"AL162457.2"
"protein_coding"	"TAF4"
"lncRNA"	"AL137077.2"
"protein_coding"	"LSM14B"
"protein_coding"	"PSMA7"
"protein_coding"	"SS18L1"
"protein_coding"	"MTG2"
"protein_coding"	"HRH3"
"protein_coding"	"OSBPL2"
"protein_coding"	"ADRM1"
"lncRNA"	"AL354836.1"
"protein_coding"	"LAMA5"
"lncRNA"	"LAMA5-AS1"
"lncRNA"	"AL121832.2"
"protein_coding"	"RPS21"
"protein_coding"	"CABLES2"
"lncRNA"	"AL121832.3"
"protein_coding"	"RBBP8NL"
"lncRNA"	"AL121832.1"
"protein_coding"	"GATA5"
"lncRNA"	"AL499627.2"
"lncRNA"	"AL499627.1"
"lncRNA"	"MIR1-1HG-AS1"
"lncRNA"	"MIR1-1HG"
"lncRNA"	"BX640514.1"
"lncRNA"	"BX640514.2"
"lncRNA"	"AL450469.2"
"lncRNA"	"AL450469.1"
"lncRNA"	"AL357033.1"
"protein_coding"	"SLCO4A1"
"lncRNA"	"AL357033.4"
"lncRNA"	"AL357033.3"
"lncRNA"	"SLCO4A1-AS1"
"lncRNA"	"LINC00686"
"protein_coding"	"NTSR1"
"lncRNA"	"AL357033.2"
"lncRNA"	"LINC00659"
"protein_coding"	"MRGBP"
"lncRNA"	"OGFR-AS1"
"protein_coding"	"OGFR"
"protein_coding"	"COL9A3"
"protein_coding"	"TCFL5"
"protein_coding"	"DIDO1"
"lncRNA"	"AL117379.1"
"protein_coding"	"GID8"
"protein_coding"	"SLC17A9"
"protein_coding"	"BHLHE23"
"lncRNA"	"LINC01749"
"lncRNA"	"LINC00029"
"lncRNA"	"LINC01056"
"lncRNA"	"HAR1B"
"lncRNA"	"HAR1A"
"lncRNA"	"AL096828.6"
"lncRNA"	"AL096828.2"
"lncRNA"	"AL096828.5"
"lncRNA"	"AL096828.1"
"protein_coding"	"YTHDF1"
"lncRNA"	"AL096828.3"
"protein_coding"	"BIRC7"
"protein_coding"	"NKAIN4"
"lncRNA"	"AL121827.2"
"protein_coding"	"ARFGAP1"
"protein_coding"	"COL20A1"
"protein_coding"	"CHRNA4"
"lncRNA"	"AL121827.1"
"protein_coding"	"KCNQ2"
"lncRNA"	"AL353658.2"
"lncRNA"	"AL353658.1"
"protein_coding"	"EEF1A2"
"lncRNA"	"AL121829.1"
"protein_coding"	"PPDPF"
"protein_coding"	"PTK6"
"protein_coding"	"SRMS"
"lncRNA"	"AL121829.2"
"protein_coding"	"FNDC11"
"protein_coding"	"HELZ2"
"protein_coding"	"GMEB2"
"lncRNA"	"MHENCR"
"protein_coding"	"STMN3"
"protein_coding"	"RTEL1"
"protein_coding"	"TNFRSF6B"
"protein_coding"	"ARFRP1"
"protein_coding"	"ZGPAT"
"lncRNA"	"AL121845.4"
"protein_coding"	"LIME1"
"protein_coding"	"SLC2A4RG"
"protein_coding"	"ZBTB46"
"lncRNA"	"AL121845.1"
"lncRNA"	"ZBTB46-AS1"
"lncRNA"	"AL118506.1"
"protein_coding"	"ABHD16B"
"protein_coding"	"TPD52L2"
"protein_coding"	"DNAJC5"
"protein_coding"	"UCKL1"
"lncRNA"	"UCKL1-AS1"
"protein_coding"	"ZNF512B"
"protein_coding"	"SAMD10"
"protein_coding"	"PRPF6"
"protein_coding"	"C20orf204"
"protein_coding"	"SOX18"
"protein_coding"	"TCEA2"
"lncRNA"	"AL355803.1"
"protein_coding"	"RGS19"
"protein_coding"	"OPRL1"
"protein_coding"	"LKAAEAR1"
"lncRNA"	"AL121581.2"
"protein_coding"	"MYT1"
"protein_coding"	"NPBWR2"
"protein_coding"	"PCMTD2"
"lncRNA"	"LINC00266-1"
"protein_coding"	"FP565260.4"
"protein_coding"	"FP565260.3"
"lncRNA"	"FP565260.5"
"protein_coding"	"GATD3B"
"protein_coding"	"FP565260.1"
"protein_coding"	"FP565260.6"
"lncRNA"	"AC079801.1"
"lncRNA"	"LINC01670"
"lncRNA"	"CU633967.1"
"lncRNA"	"FP236315.3"
"lncRNA"	"FP236315.1"
"protein_coding"	"CU639417.1"
"lncRNA"	"LINC01669"
"lncRNA"	"CU639417.4"
"lncRNA"	"CU639417.5"
"protein_coding"	"SIK1B"
"lncRNA"	"CU633906.5"
"lncRNA"	"CU633906.1"
"lncRNA"	"CU633906.2"
"protein_coding"	"CBSL"
"protein_coding"	"U2AF1L5"
"lncRNA"	"FP236240.1"
"protein_coding"	"CRYAA2"
"lncRNA"	"CU638689.4"
"lncRNA"	"CU638689.1"
"lncRNA"	"CU638689.5"
"lncRNA"	"FP475955.3"
"lncRNA"	"FP475955.1"
"lncRNA"	"FP475955.2"
"lncRNA"	"CU634019.5"
"lncRNA"	"CU634019.2"
"lncRNA"	"CU634019.1"
"lncRNA"	"CU633904.1"
"lncRNA"	"FP236241.1"
"protein_coding"	"SMIM11B"
"protein_coding"	"FAM243B"
"protein_coding"	"SMIM34B"
